Epoch 1 | iter 50 step 12 | loss train: 1.937, val: 1.940 | iter time: 2259.28 ms
Epoch 1 | iter 1950 step 487 | loss train: 0.054, val: 0.055 | iter time: 2346.89 ms
Epoch 1 | iter 2000 step 500 | loss train: 0.053, val: 0.055 | iter time: 3342.12 ms (step)
Epoch 1 | iter 2050 step 512 | loss train: 0.055, val: 0.055 | iter time: 2466.45 ms
Epoch 1 | iter 2100 step 525 | loss train: 0.056, val: 0.055 | iter time: 3380.37 ms (step)
Epoch 1 | iter 2150 step 537 | loss train: 0.055, val: 0.055 | iter time: 2251.93 ms
Epoch 1 | iter 2200 step 550 | loss train: 0.054, val: 0.055 | iter time: 3275.49 ms (step)
Epoch 1 | iter 2250 step 562 | loss train: 0.054, val: 0.055 | iter time: 2395.17 ms
Epoch 1 | iter 2300 step 575 | loss train: 0.054, val: 0.055 | iter time: 3273.88 ms (step)
Epoch 1 | iter 2350 step 587 | loss train: 0.054, val: 0.055 | iter time: 2310.02 ms
Epoch 1 | iter 2400 step 600 | loss train: 0.054, val: 0.055 | iter time: 3195.15 ms (step)
Epoch 1 | iter 2450 step 612 | loss train: 0.054, val: 0.055 | iter time: 2167.26 ms
Epoch 1 | iter 2500 step 625 | loss train: 0.054, val: 0.055 | iter time: 3080.09 ms (step)
Epoch 1 | iter 2550 step 637 | loss train: 0.053, val: 0.055 | iter time: 2256.61 ms
Epoch 1 | iter 2600 step 650 | loss train: 0.053, val: 0.055 | iter time: 3421.83 ms (step)
Epoch 1 | iter 2650 step 662 | loss train: 0.055, val: 0.055 | iter time: 2243.64 ms
Epoch 1 | iter 2700 step 675 | loss train: 0.054, val: 0.055 | iter time: 3754.45 ms (step)
Epoch 1 | iter 2750 step 687 | loss train: 0.053, val: 0.055 | iter time: 2312.95 ms
Epoch 1 | iter 2800 step 700 | loss train: 0.054, val: 0.055 | iter time: 3281.36 ms (step)
Epoch 1 | iter 2850 step 712 | loss train: 0.054, val: 0.055 | iter time: 2226.61 ms
Epoch 1 | iter 2900 step 725 | loss train: 0.053, val: 0.055 | iter time: 3259.77 ms (step)
Epoch 1 | iter 2950 step 737 | loss train: 0.052, val: 0.055 | iter time: 2173.16 ms
Epoch 1 | iter 3000 step 750 | loss train: 0.052, val: 0.055 | iter time: 3717.31 ms (step)
Epoch 1 | iter 3050 step 762 | loss train: 0.053, val: 0.055 | iter time: 2449.49 ms
Epoch 1 | iter 3100 step 775 | loss train: 0.055, val: 0.055 | iter time: 3445.40 ms (step)
Epoch 1 | iter 3150 step 787 | loss train: 0.053, val: 0.055 | iter time: 2284.38 ms
Epoch 1 | iter 3200 step 800 | loss train: 0.053, val: 0.055 | iter time: 3495.28 ms (step)
Epoch 1 | iter 3250 step 812 | loss train: 0.053, val: 0.053 | iter time: 2278.74 ms
Epoch 1 | iter 3300 step 825 | loss train: 0.052, val: 0.053 | iter time: 3311.57 ms (step)
Epoch 1 | iter 3350 step 837 | loss train: 0.053, val: 0.053 | iter time: 2224.63 ms
Epoch 1 | iter 3400 step 850 | loss train: 0.053, val: 0.053 | iter time: 3116.02 ms (step)
Epoch 2 | iter 3450 step 862 | loss train: 0.052, val: 0.053 | iter time: 2355.52 ms
Epoch 2 | iter 3500 step 875 | loss train: 0.053, val: 0.053 | iter time: 3808.87 ms (step)
Epoch 2 | iter 3550 step 887 | loss train: 0.053, val: 0.053 | iter time: 2257.41 ms
Epoch 2 | iter 3600 step 900 | loss train: 0.053, val: 0.053 | iter time: 3284.24 ms (step)
Epoch 2 | iter 3650 step 912 | loss train: 0.052, val: 0.053 | iter time: 2517.16 ms
Epoch 2 | iter 3700 step 925 | loss train: 0.052, val: 0.053 | iter time: 3339.14 ms (step)
Epoch 2 | iter 3750 step 937 | loss train: 0.053, val: 0.053 | iter time: 2246.52 ms
Epoch 2 | iter 3800 step 950 | loss train: 0.053, val: 0.053 | iter time: 3121.89 ms (step)
Epoch 2 | iter 3850 step 962 | loss train: 0.052, val: 0.053 | iter time: 2285.88 ms
Epoch 2 | iter 3900 step 975 | loss train: 0.053, val: 0.053 | iter time: 3557.32 ms (step)
Epoch 2 | iter 3950 step 987 | loss train: 0.051, val: 0.053 | iter time: 2369.80 ms
Epoch 2 | iter 4000 step 1000 | loss train: 0.052, val: 0.053 | iter time: 3693.30 ms (step)
Epoch 2 | iter 4050 step 1012 | loss train: 0.053, val: 0.052 | iter time: 2385.29 ms
Epoch 2 | iter 4100 step 1025 | loss train: 0.052, val: 0.052 | iter time: 3475.62 ms (step)
Epoch 2 | iter 4150 step 1037 | loss train: 0.052, val: 0.052 | iter time: 2331.93 ms
Epoch 2 | iter 4200 step 1050 | loss train: 0.052, val: 0.052 | iter time: 3580.94 ms (step)
Epoch 2 | iter 4250 step 1062 | loss train: 0.052, val: 0.052 | iter time: 2394.74 ms
Epoch 2 | iter 4300 step 1075 | loss train: 0.052, val: 0.052 | iter time: 3691.09 ms (step)
Epoch 2 | iter 4350 step 1087 | loss train: 0.051, val: 0.052 | iter time: 2218.61 ms
Epoch 2 | iter 4400 step 1100 | loss train: 0.052, val: 0.052 | iter time: 3157.53 ms (step)
Epoch 2 | iter 4450 step 1112 | loss train: 0.052, val: 0.052 | iter time: 2262.12 ms
Epoch 2 | iter 4500 step 1125 | loss train: 0.053, val: 0.052 | iter time: 3032.16 ms (step)
Epoch 2 | iter 4550 step 1137 | loss train: 0.051, val: 0.052 | iter time: 2269.45 ms
Epoch 2 | iter 4600 step 1150 | loss train: 0.052, val: 0.052 | iter time: 3120.40 ms (step)
Epoch 2 | iter 4650 step 1162 | loss train: 0.051, val: 0.052 | iter time: 2235.85 ms
Epoch 2 | iter 4700 step 1175 | loss train: 0.052, val: 0.052 | iter time: 3376.73 ms (step)
Epoch 2 | iter 4750 step 1187 | loss train: 0.052, val: 0.052 | iter time: 2358.37 ms
Epoch 2 | iter 4800 step 1200 | loss train: 0.052, val: 0.052 | iter time: 3429.57 ms (step)
Epoch 2 | iter 4850 step 1212 | loss train: 0.052, val: 0.052 | iter time: 2229.12 ms
Epoch 2 | iter 4900 step 1225 | loss train: 0.051, val: 0.052 | iter time: 3461.50 ms (step)
Epoch 2 | iter 4950 step 1237 | loss train: 0.052, val: 0.052 | iter time: 2347.13 ms
Epoch 2 | iter 5000 step 1250 | loss train: 0.052, val: 0.052 | iter time: 3259.98 ms (step)
Epoch 2 | iter 5050 step 1262 | loss train: 0.052, val: 0.052 | iter time: 2412.31 ms
Epoch 2 | iter 5100 step 1275 | loss train: 0.052, val: 0.052 | iter time: 3578.35 ms (step)
Epoch 2 | iter 5150 step 1287 | loss train: 0.052, val: 0.052 | iter time: 2307.55 ms
Epoch 2 | iter 5200 step 1300 | loss train: 0.052, val: 0.052 | iter time: 3130.92 ms (step)
Epoch 2 | iter 5250 step 1312 | loss train: 0.052, val: 0.052 | iter time: 2371.74 ms
Epoch 2 | iter 5300 step 1325 | loss train: 0.051, val: 0.052 | iter time: 3268.61 ms (step)
Epoch 2 | iter 5350 step 1337 | loss train: 0.052, val: 0.052 | iter time: 2290.19 ms
Epoch 2 | iter 5400 step 1350 | loss train: 0.052, val: 0.052 | iter time: 3401.19 ms (step)
Epoch 2 | iter 5450 step 1362 | loss train: 0.051, val: 0.052 | iter time: 2336.11 ms
Epoch 2 | iter 5500 step 1375 | loss train: 0.050, val: 0.052 | iter time: 3210.23 ms (step)
Epoch 2 | iter 5550 step 1387 | loss train: 0.052, val: 0.052 | iter time: 2424.57 ms
Epoch 2 | iter 5600 step 1400 | loss train: 0.052, val: 0.052 | iter time: 3280.20 ms (step)
Epoch 2 | iter 5650 step 1412 | loss train: 0.052, val: 0.052 | iter time: 2159.93 ms
Epoch 2 | iter 5700 step 1425 | loss train: 0.052, val: 0.052 | iter time: 3447.70 ms (step)
Epoch 2 | iter 5750 step 1437 | loss train: 0.051, val: 0.052 | iter time: 2432.11 ms
Epoch 2 | iter 5800 step 1450 | loss train: 0.051, val: 0.052 | iter time: 3468.99 ms (step)
Epoch 2 | iter 5850 step 1462 | loss train: 0.051, val: 0.052 | iter time: 2253.06 ms
Epoch 2 | iter 5900 step 1475 | loss train: 0.051, val: 0.052 | iter time: 3195.26 ms (step)
Epoch 2 | iter 5950 step 1487 | loss train: 0.053, val: 0.052 | iter time: 2359.21 ms
Epoch 2 | iter 6000 step 1500 | loss train: 0.051, val: 0.052 | iter time: 3704.43 ms (step)
Epoch 2 | iter 6050 step 1512 | loss train: 0.051, val: 0.052 | iter time: 2372.44 ms
Epoch 2 | iter 6100 step 1525 | loss train: 0.050, val: 0.052 | iter time: 3180.62 ms (step)
Epoch 2 | iter 6150 step 1537 | loss train: 0.052, val: 0.052 | iter time: 2308.21 ms
Epoch 2 | iter 6200 step 1550 | loss train: 0.051, val: 0.052 | iter time: 3631.01 ms (step)
Epoch 2 | iter 6250 step 1562 | loss train: 0.050, val: 0.052 | iter time: 2239.55 ms
Epoch 2 | iter 6300 step 1575 | loss train: 0.051, val: 0.052 | iter time: 3455.25 ms (step)
Epoch 2 | iter 6350 step 1587 | loss train: 0.052, val: 0.052 | iter time: 2318.38 ms
Epoch 2 | iter 6400 step 1600 | loss train: 0.052, val: 0.052 | iter time: 3228.74 ms (step)
Epoch 2 | iter 6450 step 1612 | loss train: 0.051, val: 0.051 | iter time: 2311.57 ms
Epoch 2 | iter 6500 step 1625 | loss train: 0.052, val: 0.051 | iter time: 3083.40 ms (step)
Epoch 2 | iter 6550 step 1637 | loss train: 0.052, val: 0.051 | iter time: 2265.86 ms
Epoch 2 | iter 6600 step 1650 | loss train: 0.052, val: 0.051 | iter time: 3215.22 ms (step)
Epoch 2 | iter 6650 step 1662 | loss train: 0.051, val: 0.051 | iter time: 2257.12 ms
Epoch 2 | iter 6700 step 1675 | loss train: 0.051, val: 0.051 | iter time: 3253.48 ms (step)
Epoch 2 | iter 6750 step 1687 | loss train: 0.051, val: 0.051 | iter time: 2413.82 ms
Epoch 2 | iter 6800 step 1700 | loss train: 0.051, val: 0.051 | iter time: 3318.89 ms (step)
Epoch 3 | iter 6850 step 1712 | loss train: 0.051, val: 0.051 | iter time: 2279.64 ms
Epoch 3 | iter 6900 step 1725 | loss train: 0.051, val: 0.051 | iter time: 3360.88 ms (step)
Epoch 3 | iter 6950 step 1737 | loss train: 0.051, val: 0.051 | iter time: 2487.47 ms
Epoch 3 | iter 7000 step 1750 | loss train: 0.050, val: 0.051 | iter time: 3411.07 ms (step)
Epoch 3 | iter 7050 step 1762 | loss train: 0.051, val: 0.051 | iter time: 2296.37 ms
Epoch 3 | iter 7100 step 1775 | loss train: 0.052, val: 0.051 | iter time: 3064.64 ms (step)
Epoch 3 | iter 7150 step 1787 | loss train: 0.051, val: 0.051 | iter time: 2269.60 ms
Epoch 3 | iter 7200 step 1800 | loss train: 0.050, val: 0.051 | iter time: 3172.29 ms (step)
Epoch 3 | iter 7250 step 1812 | loss train: 0.052, val: 0.051 | iter time: 2277.08 ms
Epoch 3 | iter 7300 step 1825 | loss train: 0.051, val: 0.051 | iter time: 3283.57 ms (step)
Epoch 3 | iter 7350 step 1837 | loss train: 0.051, val: 0.051 | iter time: 2367.54 ms
Epoch 3 | iter 7400 step 1850 | loss train: 0.052, val: 0.051 | iter time: 3500.67 ms (step)
Epoch 3 | iter 7450 step 1862 | loss train: 0.050, val: 0.051 | iter time: 2392.54 ms
Epoch 3 | iter 7500 step 1875 | loss train: 0.051, val: 0.051 | iter time: 3458.53 ms (step)
Epoch 3 | iter 7550 step 1887 | loss train: 0.051, val: 0.051 | iter time: 2305.73 ms
Epoch 3 | iter 7600 step 1900 | loss train: 0.050, val: 0.051 | iter time: 3447.16 ms (step)
Epoch 3 | iter 7650 step 1912 | loss train: 0.051, val: 0.051 | iter time: 2326.72 ms
Epoch 3 | iter 7700 step 1925 | loss train: 0.051, val: 0.051 | iter time: 3052.11 ms (step)
Epoch 3 | iter 7750 step 1937 | loss train: 0.050, val: 0.051 | iter time: 2287.29 ms
Epoch 3 | iter 7800 step 1950 | loss train: 0.051, val: 0.051 | iter time: 3085.32 ms (step)
Epoch 3 | iter 7850 step 1962 | loss train: 0.052, val: 0.051 | iter time: 2316.69 ms
Epoch 3 | iter 7900 step 1975 | loss train: 0.051, val: 0.051 | iter time: 3524.61 ms (step)
Epoch 3 | iter 7950 step 1987 | loss train: 0.051, val: 0.051 | iter time: 2361.92 ms
Epoch 3 | iter 8000 step 2000 | loss train: 0.051, val: 0.051 | iter time: 3452.89 ms (step)
Epoch 3 | iter 8050 step 2012 | loss train: 0.050, val: 0.051 | iter time: 2237.28 ms
Epoch 3 | iter 8100 step 2025 | loss train: 0.051, val: 0.051 | iter time: 3335.43 ms (step)
Epoch 3 | iter 8150 step 2037 | loss train: 0.051, val: 0.051 | iter time: 2344.40 ms
Epoch 3 | iter 8200 step 2050 | loss train: 0.052, val: 0.051 | iter time: 3215.78 ms (step)
Epoch 3 | iter 8250 step 2062 | loss train: 0.051, val: 0.051 | iter time: 2347.43 ms
Epoch 3 | iter 8300 step 2075 | loss train: 0.051, val: 0.051 | iter time: 3468.40 ms (step)
Epoch 3 | iter 8350 step 2087 | loss train: 0.051, val: 0.051 | iter time: 2295.16 ms
Epoch 3 | iter 8400 step 2100 | loss train: 0.051, val: 0.051 | iter time: 3313.44 ms (step)
Epoch 3 | iter 8450 step 2112 | loss train: 0.050, val: 0.051 | iter time: 2284.58 ms
Epoch 3 | iter 8500 step 2125 | loss train: 0.051, val: 0.051 | iter time: 3281.99 ms (step)
Epoch 3 | iter 8550 step 2137 | loss train: 0.051, val: 0.051 | iter time: 2478.30 ms
Epoch 3 | iter 8600 step 2150 | loss train: 0.050, val: 0.051 | iter time: 3217.73 ms (step)
Epoch 3 | iter 8650 step 2162 | loss train: 0.051, val: 0.051 | iter time: 2255.00 ms
Epoch 3 | iter 8700 step 2175 | loss train: 0.050, val: 0.051 | iter time: 3321.39 ms (step)
Epoch 3 | iter 8750 step 2187 | loss train: 0.050, val: 0.051 | iter time: 2390.78 ms
Epoch 3 | iter 8800 step 2200 | loss train: 0.051, val: 0.051 | iter time: 3462.31 ms (step)
Epoch 3 | iter 8850 step 2212 | loss train: 0.051, val: 0.051 | iter time: 2343.38 ms
Epoch 3 | iter 8900 step 2225 | loss train: 0.051, val: 0.051 | iter time: 3230.67 ms (step)
Epoch 3 | iter 8950 step 2237 | loss train: 0.051, val: 0.051 | iter time: 2381.61 ms
Epoch 3 | iter 9000 step 2250 | loss train: 0.051, val: 0.051 | iter time: 3347.39 ms (step)
Epoch 3 | iter 9050 step 2262 | loss train: 0.051, val: 0.051 | iter time: 2294.37 ms
Epoch 3 | iter 9100 step 2275 | loss train: 0.051, val: 0.051 | iter time: 3244.54 ms (step)
Epoch 3 | iter 9150 step 2287 | loss train: 0.051, val: 0.051 | iter time: 2244.20 ms
Epoch 3 | iter 9200 step 2300 | loss train: 0.050, val: 0.051 | iter time: 3236.01 ms (step)
Epoch 3 | iter 9250 step 2312 | loss train: 0.051, val: 0.051 | iter time: 2232.41 ms
Epoch 3 | iter 9300 step 2325 | loss train: 0.052, val: 0.051 | iter time: 3159.84 ms (step)
Epoch 3 | iter 9350 step 2337 | loss train: 0.051, val: 0.051 | iter time: 2267.38 ms
Epoch 3 | iter 9400 step 2350 | loss train: 0.051, val: 0.051 | iter time: 3694.78 ms (step)
Epoch 3 | iter 9450 step 2362 | loss train: 0.051, val: 0.051 | iter time: 2260.08 ms
Epoch 3 | iter 9500 step 2375 | loss train: 0.051, val: 0.051 | iter time: 3468.39 ms (step)
Epoch 3 | iter 9550 step 2387 | loss train: 0.051, val: 0.051 | iter time: 2378.66 ms
Epoch 3 | iter 9600 step 2400 | loss train: 0.051, val: 0.051 | iter time: 3652.56 ms (step)
Epoch 3 | iter 9650 step 2412 | loss train: 0.051, val: 0.051 | iter time: 2239.59 ms
Epoch 3 | iter 9700 step 2425 | loss train: 0.051, val: 0.051 | iter time: 3327.91 ms (step)
Epoch 3 | iter 9750 step 2437 | loss train: 0.050, val: 0.051 | iter time: 2289.68 ms
Epoch 3 | iter 9800 step 2450 | loss train: 0.051, val: 0.051 | iter time: 3229.99 ms (step)
Epoch 3 | iter 9850 step 2462 | loss train: 0.051, val: 0.051 | iter time: 2341.36 ms
Epoch 3 | iter 9900 step 2475 | loss train: 0.051, val: 0.051 | iter time: 3411.55 ms (step)
Epoch 3 | iter 9950 step 2487 | loss train: 0.050, val: 0.051 | iter time: 2293.70 ms
Epoch 3 | iter 10000 step 2500 | loss train: 0.051, val: 0.051 | iter time: 3613.84 ms (step)
Epoch 3 | iter 10050 step 2512 | loss train: 0.049, val: 0.051 | iter time: 2176.51 ms
Epoch 3 | iter 10100 step 2525 | loss train: 0.051, val: 0.051 | iter time: 3055.77 ms (step)
Epoch 3 | iter 10150 step 2537 | loss train: 0.050, val: 0.051 | iter time: 2300.20 ms
Epoch 3 | iter 10200 step 2550 | loss train: 0.051, val: 0.051 | iter time: 3267.05 ms (step)
Epoch 4 | iter 10250 step 2562 | loss train: 0.050, val: 0.051 | iter time: 2360.62 ms
Epoch 4 | iter 10300 step 2575 | loss train: 0.050, val: 0.051 | iter time: 3607.54 ms (step)
Epoch 4 | iter 10350 step 2587 | loss train: 0.051, val: 0.051 | iter time: 2347.43 ms
Epoch 4 | iter 10400 step 2600 | loss train: 0.051, val: 0.051 | iter time: 3421.36 ms (step)
Epoch 4 | iter 10450 step 2612 | loss train: 0.050, val: 0.051 | iter time: 2279.94 ms
Epoch 4 | iter 10500 step 2625 | loss train: 0.050, val: 0.051 | iter time: 3321.94 ms (step)
Epoch 4 | iter 10550 step 2637 | loss train: 0.050, val: 0.051 | iter time: 2178.78 ms
Epoch 4 | iter 10600 step 2650 | loss train: 0.052, val: 0.051 | iter time: 3420.90 ms (step)
Epoch 4 | iter 10650 step 2662 | loss train: 0.051, val: 0.051 | iter time: 2273.59 ms
Epoch 4 | iter 10700 step 2675 | loss train: 0.051, val: 0.051 | iter time: 3041.13 ms (step)
Epoch 4 | iter 10750 step 2687 | loss train: 0.050, val: 0.051 | iter time: 2405.25 ms
Epoch 4 | iter 10800 step 2700 | loss train: 0.050, val: 0.051 | iter time: 3534.46 ms (step)
Epoch 4 | iter 10850 step 2712 | loss train: 0.050, val: 0.051 | iter time: 2348.84 ms
Epoch 4 | iter 10900 step 2725 | loss train: 0.050, val: 0.051 | iter time: 3381.59 ms (step)
Epoch 4 | iter 10950 step 2737 | loss train: 0.051, val: 0.051 | iter time: 2139.86 ms
Epoch 4 | iter 11000 step 2750 | loss train: 0.051, val: 0.051 | iter time: 3408.38 ms (step)
Epoch 4 | iter 11050 step 2762 | loss train: 0.051, val: 0.051 | iter time: 2197.44 ms
Epoch 4 | iter 11100 step 2775 | loss train: 0.050, val: 0.051 | iter time: 3605.51 ms (step)
Epoch 4 | iter 11150 step 2787 | loss train: 0.050, val: 0.051 | iter time: 2339.31 ms
Epoch 4 | iter 11200 step 2800 | loss train: 0.051, val: 0.051 | iter time: 3477.83 ms (step)
Epoch 4 | iter 11250 step 2812 | loss train: 0.050, val: 0.051 | iter time: 2227.16 ms
Epoch 4 | iter 11300 step 2825 | loss train: 0.051, val: 0.051 | iter time: 3259.12 ms (step)
Epoch 4 | iter 11350 step 2837 | loss train: 0.051, val: 0.051 | iter time: 2254.71 ms
Epoch 4 | iter 11400 step 2850 | loss train: 0.050, val: 0.051 | iter time: 3691.05 ms (step)
Epoch 4 | iter 11450 step 2862 | loss train: 0.050, val: 0.051 | iter time: 2284.65 ms
Epoch 4 | iter 11500 step 2875 | loss train: 0.050, val: 0.051 | iter time: 2961.47 ms (step)
Epoch 4 | iter 11550 step 2887 | loss train: 0.049, val: 0.051 | iter time: 2414.67 ms
Epoch 4 | iter 11600 step 2900 | loss train: 0.050, val: 0.051 | iter time: 3603.68 ms (step)
Epoch 4 | iter 11650 step 2912 | loss train: 0.050, val: 0.051 | iter time: 2342.95 ms
Epoch 4 | iter 11700 step 2925 | loss train: 0.050, val: 0.051 | iter time: 3318.25 ms (step)
Epoch 4 | iter 11750 step 2937 | loss train: 0.050, val: 0.051 | iter time: 2356.49 ms
Epoch 4 | iter 11800 step 2950 | loss train: 0.050, val: 0.051 | iter time: 3182.05 ms (step)
Epoch 4 | iter 11850 step 2962 | loss train: 0.050, val: 0.051 | iter time: 2469.68 ms
Epoch 4 | iter 11900 step 2975 | loss train: 0.050, val: 0.051 | iter time: 3364.74 ms (step)
Epoch 4 | iter 11950 step 2987 | loss train: 0.050, val: 0.051 | iter time: 2311.38 ms
Epoch 4 | iter 12000 step 3000 | loss train: 0.049, val: 0.051 | iter time: 3213.46 ms (step)
Epoch 4 | iter 12050 step 3012 | loss train: 0.051, val: 0.051 | iter time: 2264.19 ms
Epoch 4 | iter 12100 step 3025 | loss train: 0.051, val: 0.051 | iter time: 3236.79 ms (step)
Epoch 4 | iter 12150 step 3037 | loss train: 0.051, val: 0.051 | iter time: 2252.01 ms
Epoch 4 | iter 12200 step 3050 | loss train: 0.050, val: 0.051 | iter time: 3484.24 ms (step)
Epoch 4 | iter 12250 step 3062 | loss train: 0.050, val: 0.051 | iter time: 2464.78 ms
Epoch 4 | iter 12300 step 3075 | loss train: 0.050, val: 0.051 | iter time: 3270.55 ms (step)
Epoch 4 | iter 12350 step 3087 | loss train: 0.050, val: 0.051 | iter time: 2148.01 ms
Epoch 4 | iter 12400 step 3100 | loss train: 0.050, val: 0.051 | iter time: 3304.93 ms (step)
Epoch 4 | iter 12450 step 3112 | loss train: 0.051, val: 0.051 | iter time: 2308.52 ms
Epoch 4 | iter 12500 step 3125 | loss train: 0.051, val: 0.051 | iter time: 3306.45 ms (step)
Epoch 4 | iter 12550 step 3137 | loss train: 0.050, val: 0.051 | iter time: 2181.19 ms
Epoch 4 | iter 12600 step 3150 | loss train: 0.051, val: 0.051 | iter time: 3479.87 ms (step)
Epoch 4 | iter 12650 step 3162 | loss train: 0.050, val: 0.051 | iter time: 2266.79 ms
Epoch 4 | iter 12700 step 3175 | loss train: 0.050, val: 0.051 | iter time: 3159.84 ms (step)
Epoch 4 | iter 12750 step 3187 | loss train: 0.050, val: 0.051 | iter time: 2344.70 ms
Epoch 4 | iter 12800 step 3200 | loss train: 0.050, val: 0.051 | iter time: 3139.61 ms (step)
Epoch 4 | iter 12850 step 3212 | loss train: 0.050, val: 0.051 | iter time: 2162.34 ms
Epoch 4 | iter 12900 step 3225 | loss train: 0.050, val: 0.051 | iter time: 3334.36 ms (step)
Epoch 4 | iter 12950 step 3237 | loss train: 0.051, val: 0.051 | iter time: 2242.31 ms
Epoch 4 | iter 13000 step 3250 | loss train: 0.050, val: 0.051 | iter time: 3789.69 ms (step)
Epoch 4 | iter 13050 step 3262 | loss train: 0.050, val: 0.051 | iter time: 2381.62 ms
Epoch 4 | iter 13100 step 3275 | loss train: 0.050, val: 0.051 | iter time: 3132.29 ms (step)
Epoch 4 | iter 13150 step 3287 | loss train: 0.051, val: 0.051 | iter time: 2335.22 ms
Epoch 4 | iter 13200 step 3300 | loss train: 0.051, val: 0.051 | iter time: 3523.49 ms (step)
Epoch 4 | iter 13250 step 3312 | loss train: 0.051, val: 0.051 | iter time: 2178.54 ms
Epoch 4 | iter 13300 step 3325 | loss train: 0.050, val: 0.051 | iter time: 3349.91 ms (step)
Epoch 4 | iter 13350 step 3337 | loss train: 0.051, val: 0.051 | iter time: 2482.60 ms
Epoch 4 | iter 13400 step 3350 | loss train: 0.049, val: 0.051 | iter time: 3249.98 ms (step)
Epoch 4 | iter 13450 step 3362 | loss train: 0.051, val: 0.051 | iter time: 2216.14 ms
Epoch 4 | iter 13500 step 3375 | loss train: 0.050, val: 0.051 | iter time: 3190.61 ms (step)
Epoch 4 | iter 13550 step 3387 | loss train: 0.050, val: 0.051 | iter time: 2186.27 ms
Epoch 4 | iter 13600 step 3400 | loss train: 0.050, val: 0.051 | iter time: 3466.87 ms (step)
